tweet_id,sentiment,content
1962379705,2,I look like schuhz and arabyrd now...
1962379859,3,really not feelin well...
1962380550,3,@McDayDreamer some..and some not  only my 2 best friends go to the same school..the others change schools.
1962380803,5,out with dad to see up.  sad that mom cannot come
1962380892,6,"@orbitaldiamonds awww bb, you sound lonely  I want to drive up there/fly and snuggle you too"
1962381004,3,i think june gloom has arrived
1962381380,10,@katarinasmama it was WAY too fast
1962381771,2,@shadowsforsale  !!!!!!!!!!!!
1962381982,5,Wheres my phone ?!
1962382017,5,Homey missed da bus.
1962382230,2,"@JoiDlove Y I GOTTA B TALKIN BOUT CLUBBIN Y CANT I B TALKIN BOUT THE MOVIES,DINNER,OR JUST HANGIN OUT"
1962382291,5,@letsocietydream I think i would die if they played Pushit. I missed them when they came last time. When Isis toured with them
1962382355,5,@heathervescent sorry didn't get to see you
1962382738,0,@sheszladii  LOL! Girl that video disturbed me  and I love the hk theme too cute!
1962382934,5,woke up to boxes to the ceiling and now he can't find his yerba mate or coffee beans.
1962382938,1,wow. i just install twitter fox. I am tired to keep refresh my browser
1962383482,3,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow
1962383724,5,"feel like a junkie  i live in chronic pain disorder with fentanyl an morphin, that is not nice... it really sucks"
1962384767,10,"@ClaytonCalhoon I know, huh?"
1962385190,5,"@angelabc hi angela, can you check your email? I need one thing from you (sorry if it's your day off  )"
1962385637,2,@PastimeDaily   Oh dear - Boyle is staying ...
1962385859,3,Can today go any slower? Time is just dragging by.
1962385947,5,"@itsaimee sorry, that's probably my fault."
1962386539,3,"Urghh, I'm gonna do my project now  don't wanna waste valuable weekend time"
1962387059,3,@CuteRain following 865 and followers 539...not nice
1962387121,3,@LCPromotions  I doubt it! Boo! You always leave me behind on your awesome roadtrips!
1962387165,5,@mileycyrus http://twitpic.com/5ut6j - Poor Thing
1962387240,6,@SilveryBeing  *hug*
1962387559,3,"So has anyone had that yucky new throwback pepsi and mountain dew yet? If they plan on keeping it around, I will not be drinking it!"
1962387596,2,o ok..im jealous..i wish I was in bed
1962388047,8,"@Julius_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring."
1962388216,5,shoutout to @denzelburks we're both starvin like homeless cambodian kids  lmao
1962388341,3,"@Maestro so I wanted to DM you back but I couldn't cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ..."
1962388357,2,@batbuick .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..
1962388377,5,@imreallydope your phone isn't working!
1962388400,2,Almost ready for new Beta.... until we found a showstopping bug   Please standby.
1962388401,5,just ran some ACCELA unit tests for the first time in about 2 years... and they failed
1962388641,2,@Hetty4Christ  its my fav since i was little its gonna storm
1962388933,5,"@torreyryan Yeah, I thought that was very little warning for you guys.   I don't miss 12-9 shifts 6 days/wk with no break, that's for sure"
1962388943,10,@CraigN No surprise there. They probably don't know themselves where it is
1962389034,10,"@nick_carter It says &quot;This video is private.&quot;, WTF????"
1962389317,2,wants to meet Bill
1962390039,3,is sad because his tea and oatmeal are cold
1962390130,11,@fareforward   do you need to go on a bike ride?
1962390297,10,@abhorrentbm lame. you should have said hello!
1962390479,5,@vronmcintyre I want an espresso machine
1962390792,5,@HighRawFoods I am sorry.
1962391061,1,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...
1962391127,2,"@catashton ermm, more like a full black upper half.  and some a completley grey"
1962391823,2,@Nigganelle yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that
1962391924,5,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here
1962392072,0,@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple
1962392145,0,Finished new moon! Woo! Now i want the next one...
1962392290,0,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
1962392455,5,@bcran we'll see Craig might just hog u guys! haha I work till 10 tonight anyways
1962392850,2,Danny cut his beautiful curls
1962393224,5,Just saw half the RRO staff walk by...sadly I didn't see @legmar or @mtacheme
1962393556,2,its almost lunch time for you
1962393606,3,Im sad right now becuz of my lady
1962393907,0,http://bit.ly/NYhMZ  Dionusia made me do it
1962394372,3,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out
1962394759,5,@niftybitch time to leave a passive agressive note to the owners.  It's not the dog's fault... it's their shitty owners
1962395916,3,will be lonely for 4 days because @trizia will be in baguio.   http://plurk.com/p/x2apl
1962396056,10,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
1962396469,5,@chantelmybell  that's no bueno...hope u feel better!
1962396607,10,so....i'm guessing no BGN?
1962397028,5,Feeling like the bum of this recession.  Don't try to call or text me.
1962397048,9,@Boy_Kill_Boy I know the feeling
1962397347,5,@XxMolliexX I mean someone hit a dog with a car. It was just laying there
1962397631,5,"Nice to come out of a business meeting feeling desired &amp; valuable. Now, to come out of a date like that..! (Or, to go on a date at all..)"
1962397669,9,@te0h hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley
1962397979,0,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...
1962398157,4,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast
1962402603,2,boo (but will I listen?)
1962402690,5,"@jaymckenney gosh, I'm sorry man.  I'll hope for good news."
1962402965,5,Trying to stay upbeat while I wait to get my keys out of my locked car
1962403118,2,I want the rain to go away! There has been too much of it lately
1962403289,3,@CaroTheNyx aww im sorry im home now hope your ok  i love ya wifey &lt;3 xx
1962403627,1,This is getting on my nerves. I cant change my pic
1962403675,3,Running around town with Kathleen....she's leaving me for a month..
1962403695,5,Got insurance forms for Polo. Feel a bit  Has to be done though.
1962403796,5,@mommypages I wish our @COSICols didn't close
1962404255,8,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me"
1962404379,5,just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops
1962404738,3,its impossible to watch in full ANY flash video with my mac after 5.7
1962404828,0,such.a.tease.
1962404869,5,"really ill again not been well for 2 weeks, i've got a bad viral infection."
1962405180,2,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber"
1962405797,0,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't
1962406657,6,Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.
1962406888,5,Going to tmobile  i need a new phone this G1 is so not working for me anymore
1962407012,2,"@renay Poor kitties  If there's nothing that can be done, hopefully you'll at least be able to find her a good home"
1962407149,6,"@ChristinaHz no wayyy, that's too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?"
1962407156,2,@dysonrules don't make me smite you! and yeah @micolerose yeah it really does. No cuties for me
1962407600,3,"@TeelaJBrown i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?"
1962408126,8,grumble..weather man.. don't know wtf they are talkin about.
1962408417,5,is incredibly worried about Stanley...
1962408442,9,"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters."
1962408505,2,@Emz2009 gutted your out off hollyoaks  xx
1962408575,10,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don't have any cranberry juice"
1962408705,5,i thnk ima cry i feel rlly bad
1962408814,2,ok its FF soooo why isn't anyone following MEEEE??? LOL ughhhh I have some lazy a%# followers they wont even help me out
1962409059,3,watching the final episode of boys before flowers
1962409435,10,@ashmohazel @immackmaine @its_erincharde @brando2711 hey you guys should invite me out...moody is my only friend these days
1962409646,6,I'm being held captive on my day of freedom.
1962410227,3,Hey #socialmediatv ugh no way to do video&gt;blah {pouts}   (Social Media TV live &gt; http://ustre.am/2NjV)
1962410294,3,is pumped and bummed all at the same time.......
1962410357,2,at 1st they said yes but it looks like they scratched that plan b/c of the supply demand  @travoloso
1962410358,3,Tonight the last night of Jay Leno!!!  am gonna cry like a baby!!
1962410509,4,"Shouldn't sit weirdly at the pc, I know Im going to hit the deck once I get up"
1962410689,5,is missing someone.. haayy..  http://plurk.com/p/x2avn
1962410731,2,"@MischievousMel Please send me those youtube links, Erin watched most of them but I was cooking and didn't get to see the cowboys"
1962410871,0,"@fishieee Haha, it'll be gross by the time it comes back.    Tell you what .. we'll Yum! Vancouver some malay spot soon, or just go indian"
1962410962,2,"@HottSnowflake never.  smh, I don't own flats  lol"
1962411200,2,@grentone Content content content .... gah! Story of my life right now - thx for reminding me. That's what I should be doing v. Tweeting
1962411327,10,I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*
1962411496,0,@lancearmstrong I want a massage!!!
1962411704,5,Bloody sunburned
1962411952,3,@jclayville // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg
1962412243,2,#twpp ..still nw in trending topics..
1962412506,10,@fletchernet i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..
1962412787,3,"@dan87 where have you been, child? i miss you, we haven't msned in days!"
1962412858,2,@adellecharles Sorry.  You're in upstate NY. Does chilly weather really surprise you? FL is much better &amp; the panhandle doesn't get as hot
1962413003,5,oh no. opera 10 is not google friendly  *weeps*
1962413048,5,Starting to spoil my pug since her brother Max passed away on Tuesday. We miss him.
1962413094,6,@Caroljs Warren has just died.. hannah has been killed.. and I'm gutted!!! I love warren (even if he is nasty!!)
1962413434,1,Tummy hurts  oh noes
1962413568,5,@jennytornado DAMN IT! I want to see that movie sooo bad.  Don't tell me anything. hehe.
1962413697,3,Sad! Casue everyone is going their seperate ways! Never going to see my friends again!
1962413861,5,@keylahtia yes I'm starting to feel the effects of humidity
1962414186,5,annoyed and overwhelmed
1962414217,3,I wish it would rain...but it won't
1962414241,3,@RetroRewind dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::
1962414293,3,"@unmarketing Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream."
1962414496,3,Really sick
1962414584,5,never answer me back
1962414723,5,@Alligood So sorry to hear about the kiddo!  Hope she feels lots better now that the cast is on
1962414842,2,@ALauderdale smh @ playing dress up! lol. I can't see the vid though... Its not working
1962415075,5,Potluck for danielle taking veggie tray. I will miss her
1962415296,2,@CowgirlNChaps it would be so fun.  too much to do.  not enough time or money.
1962415555,10,wow i just slept till 2pm..again... good job me
1962416038,3,Hes just not that into you
1962416051,5,"@CoachDeb I'm game, too bad your leaving HI!"
1962416164,1,"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
1962416385,5,@katie84 You don't get them anymore?
1962417041,4,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection."
1962417164,5,"California's budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks"
1962417316,3,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,"
1962417419,10,@batxcore did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious
1962417698,5,"@KissofJudas  Lupo's is a bit far for you methinks, luv. They're an hour out of my way in Providence. I love Providence."
1962423539,2,Site of our first date - Macri's Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.
1962423727,3,is soooo hungry right now! Why is it not lunch time!
1962423947,3,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend
1962423951,0,@btocher  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!
1962424085,3,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!
1962424584,5,"Yay, it's friday and boo i'm so broke i have no dosh"
1962424799,9,"@DerrenLitten  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home"
1962424959,3,i made an okay rap mix   i couldnt have the stuff i wanted  im getting ready to leave
1962425168,3,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.
1962425346,3,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet
1962425497,6,I just need to go to the bank
1962425547,0,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
1962425691,0,@isacullen i want more
1962426428,2,@caseywright ~acai emails~yes tons of them..
1962426554,5,@onchmovement oh no your sick! I'm feeling kinda sick too  and I'm hating this overcast weather!
1962426943,5,@evylove why no FF for me?
1962427201,5,"@MamaGaea Sorry to hear about your dude probs, what is it that's too much?"
1962427965,5,Gonna have to have arthroscopy to repair my knee
1962428334,5,"@melissa0616 yeah - stomach bug or something. Fever, etc. Not fun."
1962428661,3,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!"
1962428802,5,@PinkBerryGirl Aniya666 yours wasn't there
1962429047,5,Another interview... Please somebody hire me?! But I'm late
1962431110,5,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I'm at work. Feeling like I'm losing touch with them"
1962431979,2,@imalexevans He he i wish i could go to the gym
1962432013,10,@xchikax I wish.
1962432062,3,my life is sad..just had reminder go off on my phone to recharge toothbrush!
1962432165,3,Now I'm depressed again..ugh!!! HELP!!!
1962432267,1,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh
1962432422,10,"@DEWz_PingPong Oh, so no male strippers then?  LMAO"
1962432734,5,the low point: a poor pigeon outside my building isn't capable of flying. It's just wandering up and down the sidewalk. so sad
1962432861,2,"@jackieamodeo weird trigger. You should definitely ask him about them on monday, dude...  shitty."
1962433488,5,@NETTUTS I can't wait that long
1962433581,3,@jpaola no money no honey! hehe too soon  sorry
1962433672,7,@jpl1953 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific
1962434103,2,one last stop in Chicago before going back to Miami
1962434172,3,@ShaniquaDenise You are sooo lucky. My fiance is away w/the Marine Corps...haven't even seen him yet!
1962434379,3,not looking forward to driving in this storm.
1962434455,10,"@JermSorensen yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing."
1962434705,3,i don't like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling &amp; pizza
1962434989,5,why did Reel big fish cover Edna's goldfish
1962435498,5,is putting on her &quot;suit&quot; (&amp;dont mean jeans&amp;T)&amp;Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!
1962435751,10,wow their is no pancake mix
1962435801,3,@xnicoleex_ yeah sorry i was busy last night  ill try and go next week!
1962436364,10,"@hank1914 Hey, that link didn't work for me"
1962436691,6,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening
1962436716,1,I so negative riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??
1962436830,3,shit back home in tallcree (rez)  now i cant see my boyfriend
1962437101,3,I just cried whilst watching hollyoaks  .. i need a life! lol
1962437180,5,Somebody accidentely sleep for 3 hours instead of 2 and now I can't hang out  WORK BLOWS! sorry @andrew_jones20 and @schmidtfaced
1962437552,2,Transition time is over; tonight I work night shift. I woke up at 1330.
1962438708,5,@Twisted_Jo my mask is non-existent at the mo  Charis didn't send me one &amp; I haven't been bothered to make one! I'm wearing boy clothes!
1962438716,6,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men"
1962439030,3,@itsonlytuesday I would if I wasn't working today.
1962439074,5,That poor goose.
1962439166,0,"@tashababyyy i'm getting them this weekend. aw, i really want you to!"
1962441227,6,"@cocoacast I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds"
1962441337,5,Head is throbbing from lack of sleep and still have mucho work. Doesn't feel like a Friday
1962441410,0,1 week and 1 one day to go.
1962442616,9,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!
1962442929,3,"@Skewp420 We can miss our babies together, haha. I'm dreading taking him to the kennel."
1962443093,2,at work booo....
1962449458,3,@melissaha What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad
1962449786,5,@geektoad   Woot! lol  It's gonna be hard to send this one back
1962449865,3,@amber_benson It's raining where I am. I wish it wasn't.
1962450075,2,@philcanty
1962450158,2,I ate too many kisses.
1962450346,9,i'm soooooo sleeeeepy!!! the last day o' school was today....sniffle....
1962450440,5,@c0v89 i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing
1962450660,1,have to return my sideways. fuck meds and bills.
1962451136,11,"@FairyChica78 Aw, that stinks, I'm sorry."
1962451312,5,less than 1 month and im done with high school... ohh my!  my friends
1962452001,2,@amber_benson It's been raining here for 3 days
1962452095,2,im in stats and I'm bored and tireed
1962452217,3,whew how did i end up going from mugglespace apps to youtube??? haha its just one of those days i guess. i really negative being ill
1962452818,3,Ready for this saddenning depressing dullful upsetting dreadful weekend.
1962452866,5,"@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it"
1962453670,10,"@xiannic, awe, me in work, no BBQ for moi this weekend"
1962453784,3,Doing dishes...i miss my kitchen team
1962454206,3,@Victoryhawk Darn. No bacon
1962454264,5,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA
1962454365,5,@russfischer man i wish i still lived near a drive in  perfect movie experience
1962454449,5,Sitting in boring ass litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.
1962454644,5,has a terrible headache.  I need relief!
1962454702,3,waaa the octo drive and i can't go for it
1962454727,5,"sooo tired, I wish I had time for a nap before work"
1962454924,5,Day 7 without shower. No end in sight. There is stuff between my toes.
1962455054,5,@JordanOhlin what happened to winston?
1962455477,2,"@MissCritta I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time."
1962455747,5,Missed my massage appointment..... Now Its 2maro   I needed it
1962456006,5,@Peeperrzz URGHHHHHHHHHH your makeing me cry
1962456132,2,"@AboveAllFabric I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!"
1962456173,5,@AnonymousNY My closet situation is close to the same.  Except it's not closet located near NYC.
1962456390,3,ah shit ... my chest hurts now
1962457063,7,"@filos I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho"
1962457423,5,"Schoool needs to end, Work tonight 4 to 8  hittt me up after &lt;3"
1962457806,5,Fuck traffic. Going to be late!
1962457967,5,@ work....boyz make me sick..
1962457996,1,negatives having broken wrist and has PE next ugh
1962458004,10,I was gonna get off at 230 2day. Just found out I'm stayin til 630
1962458252,2,Got a deadline to meet!!! No TGIF for me
1962458265,3,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!
1962458576,11,@emuhleepee Why?
1962458792,3,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!
1962458835,2,Great lunch at baby bulls.  Now time for work til 930.
1962458873,7,HELP!!! I think @benmarvin is crazy funny and can't give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him
1962458885,10,"Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!"
1962459604,5,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days
1962459808,6,@raZeiger i think @taylorswift13 missed me tooo
1962460120,10,Yay! The playdate is back on but my van's transmission is  dead
1962460261,1,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
1962460286,1,So bored in chem n im super hungry! Ugh
1962460386,5,"My GCSE and A Level work is at least 50x better than my degree work. Oh Uni, what did you do to me?"
1962460522,3,Cancelling my JavaOne  http://ff.im/3nzTH
1962461042,9,"@srslyjustsayin I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go."
1962461192,8,bored. tired got headache
1962462133,6,@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1
1962462559,3,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.
1962462586,3,says misses my cousins so badly!!!  http://plurk.com/p/x2bha
1962462975,2,"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!"
1962463307,3,@RobertsEmma You don't reply to none of your fans ... I don't know what trust
1962463416,11,@Bookwormlady2  are you not well?
1962463620,9,@tsa4string Have fun at the show tonight... wish I could be there
1962463651,2,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl"
1962463660,9,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?"
1962464446,11,@kimberMuffin
1962464639,5,@omgitsafox I could but won't get here in time before my Vegas trip  So I'll still look like a noob there~
1962472064,6,@arian_marie:my heart goes out to you
1962472133,4,Appreciation lunch at work. Good food! But sucks being here on my day off lol
1962472269,5,"To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months"
1962472420,10,"burning cd's,,,,,,,,, fucking outa blank disc's"
1962472497,1,"GAWD, I'm so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! #FB"
1962472617,2,@nellcon I cannot  I have a full day of activities lol
1962472799,6,@cupcake_nyc hey sweetie. Cnt go fri  but thnks so much
1962472894,6,Loving the sunshine! Wish poor Richie would feel better
1962472934,3,@sandyvanessa89 awwh im sorry  it won't be much longer
1962473022,2,@nick_carter The video is `private I cant see it
1962473176,5,i didnt post my new song today  i will try and post tomorrow!
1962473264,2,@its_erincharde yea as an afterthought
1962473719,5,"just got back from the pool, need to ice the knee"
1962473910,5,@KellyFahl Psych has to be better than neuro!  Or at least in a better part of town?  I miss you
1962474029,3,so fuckin tired. didn't get home till 5:30. work at bjs at 12:15
1962474115,4,says Goodmorning.  http://plurk.com/p/x2bm1
1962474193,5,heyy  watching the simpson  with shezza and paula
1962474795,5,Tasha's really bad haircut. She's being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy
1962475415,5,"It's not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people..."
1962475772,2,@mellabella6 and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR
1962476147,9,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it'll be a good advertisement
1962476491,2,"yay for nice weather, boo for cici not being here this weekend"
1962476498,5,was spose to be going to a party tonight but gues what im sick  grrrrr.
1962476801,5,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now"
1962476859,3,@memphianmallory Too traumatic to even discuss and none of yall are here!!! Everyone has left for the weekend.
1962476883,2,@hindupez Maybe JD can help you out there I don't know though  But I will ask!
1962477035,6,@hotnizz WAH! Sayang...
1962477211,10,"????, ?? #sctest ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  ."
1962477277,10,"@jamespenycate massive beer guardian. Huuuge. Told you already, don't you trust me?"
1962477674,5,@yukihoang i had a dream that u didn't like me
1962477778,5,@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now.
1962477969,5,@JamesMurphy anything to sell an album. poor thing.
1962478014,2,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl"
1962478119,5,@Livvixo god I need to revise today! I'm so lazy
1962478823,10,@Vancesa oh no your poor car's testicles
1962479343,3,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!"
1962479534,0,Got to go shopping with wife down to Tesco's. I knew my day was going to well.
1962479564,5,@randazzled my phne blocks text
1962479704,1,Stupid idiot who ran a stop sing and almost killed me and my car!
1962479987,2,@ropiko I am also very tired
1962480341,2,Sleeping over my cousin's house for the weekend. Bugzy
1962480495,5,"laptop pooped. new harddrive needed? using DH's old pc now. maybe offline a while  damn BSOD!! happened too many times, Safe Mode only now"
1962481125,5,$4 lonestar pitchers at @mugshotsaustin ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption
1962481248,9,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI
1962481365,2,I realised that many people are not interested in doing business on Twitter - they just want to be heard online  Nothing more
1962481463,3,Rose City Sirens were uber cool last night!  Wish I could have stayed longer
1962481653,2,is is listening to Heart Ain't Brain by Chris Brown.  http://plurk.com/p/x2bp2
1962482790,3,stood on my curlers and burnt myself  then burnt my hand when i picked them up..
1962483112,5,@motley_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.
1962483404,3,Is wondering what happened to the sun? Damn May grey!
1962483516,3,"Im feeling so nostalgic. Im sad. But happy. I don't now how to feel. It's over, but not at the same time. It just feels over.  i love you."
1962483641,5,its sprinkling outside  i hope it doesn't rain during our game ..
1962483781,3,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&amp;!
1962483794,3,"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago"
1962484183,3,is doing nothing  lol
1962484334,2,"@Cathiria I'm on it, probably not until next week though"
1962484540,5,@brooke_nichole i miss my earrings  lol you should let me know when your close by
1962484814,3,@jovialhoney Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas
1962484883,3,I wish the sun would shine. but it won't
1962485083,3,"@chrishornby Very. I'm ill and attempting to remember lots, and nothing is going in."
1962485545,3,Cried my eyes out watching My Girl last period   hahah
1962485770,6,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
1962485933,3,@KINGDINGALING_1  @wendi916 is leavin bc of racists *starts cryin*
1962486187,1,why bother @ing at celebs? eh? cause it's almost like talking to them
1962513262,2,wishes he had realized his wife hadn't held onto the debit card before he took a long walk to get lunch and not after.  GRRR!
1962513555,10,@maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?
1962513787,5,how do I gain weight?! I lost 20 pounds and I want it back..  I'm only 108 and I'm 23 yrs old at 5'7. Not healthy.
1962513788,3,i'm hungry but can't eat anything right now because my tongue hurts so bad.
1962514403,5,@jerseymaids oh man  hope you guys weren't shaken up too bad!
1962514719,5,@abraham not funny
1962514976,2,Eurgh.. Revision.. Who invented History?
1962515004,2,I'm not putting anything
1962515157,5,@lowenstein @jerm_bob7 I'll update you. I had to leave him at the vet for tests and xrays.
1962515248,10,@Nica it was only announced in the last few days. Due to cancer I think
1962515361,5,They've changed the soap in the men's loo and it doesn't smell of marzipan anymore. I miss the marzipan soap
1962515397,3,Hey guys I'm back from work.. It was kinda horrible
1962515580,5,You know i NEVER wanna hurt you
1962515787,2,Everyone we have another negativer  @WenegativeMileyC
1962515789,10,oh my. i have to play cluedo.
1962516360,5,@eogasawa psh... I'm not cool enough to go to their open-houses.
1962516379,1,I really negative revision
1962517006,3,aww my friend just called and said that she got a better job so she won't be working with me anymore
1962517074,2,doesnt know how to pimp out here Twitter page.
1962517134,5,"@saucewear btw, your shirts are shipping out!  I ran out of stock on the one size you ordered for the &quot;I AM FAMOUS&quot; sorry"
1962517887,10,I smell cake but I don't see any cake on the oven!
1962518739,3,Leaving SF soon. I just might cry.
1962518882,0,"@grantimahara man, 4 months until we get to see what those drunk tweets were all about"
1962518955,5,Daisy just got attacked by another doggie in the park
1962519638,2,Webcams Hoepfner Burgfest in #Karlsruhe: Automatic reload #fail http://bit.ly/Vdtvf
1962520026,2,Better do some physics revision  x
1962520062,1,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR."
1962520225,3,"I need a restful weekend, but I will have to work instead"
1962520313,2,Hairspray in hair + lighter&amp;bong = new haircut
1962520786,3,@mraeannon thank u!! I know I'll miss u too  Ill take pics as soon as I get there I need your email txt it to me or something
1962520993,4,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
